RespNum,sys_InternalRespNum,sys_StartTime,sys_EndTime,sys_ElapsedTime,quota,consent_1,consent2_1,consent3_1,pastbuyer,futurebuyer,primarybuyer,CarMake,CarModel,VehicleOwnership,dailyvmt,annualvmt,carsizeselect,carimagesmall,carimagemid,carimagelarge,Topcarsmall_1,Topcarsmall_2,Topcarsmall_3,Topcarsmall_4,Topcarsmall_5,Topcarsmall_6,Topcarsmall_7,Topcarsmall_8,Topcarmid_1,Topcarmid_2,Topcarmid_3,Topcarmid_4,Topcarmid_5,Topcarmid_6,Topcarmid_7,Topcarmid_8,Topcarlarge_1,Topcarlarge_2,Topcarlarge_3,Topcarlarge_4,Topcarlarge_5,Topcarlarge_6,Topcarlarge_7,Topcarlarge_8,CBCFIX1,CBCRAN1,CBCRAN2,CBCRAN3,CBCRAN4,CBCRAN5,CBCRAN6,CBCRAN7,CBCRAN8,CBCRAN9,CBCRAN10,CBCRAN11,CBCRAN12,CBCRAN13,CBCRAN14,CBCRAN15,productuseratings_r1,productuseratings_r2,productuseratings_r3,productuseratings_r4,productuseratings_r5,productuseratings_r6,EnvLifeRatings_r1,EnvLifeRatings_r2,EnvLifeRatings_r3,EnvLifeRatings_r4,DrivingTypeExper_1,DrivingTypeExper_2,DrivingTypeExper_3,DrivingTypeExper_4,DrivingTypeExper_5,consideration_1,consideration_2,consideration_3,consideration_4,consideration_5,slowchargingaccess_1,slowchargingaccess_2,slowchargingaccess_3,slowchargingaccess_4,slowchargingaccess_5,fastchargingaccess,brandrank1,brankrank2,brandrank3,maintenance,income,sex,householdsize,YOB,zipcode,education,children,marriage,comments,sys_RespStatus,sys_DispositionCode,sys_CBCVersion_CBC,sys_UserAgent,sys_Browser,sys_OperatingSystem,sys_IPAddress,sys_UserJavaScript,SUVbuyer,shanghai,shenzhen,chengdu
332,929123,2012-7-28 08:16,2012-7-28 08:33,1042,3,1,1,1,1,2,1,1,NA,2,10,16,2,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,2,1,1,3,3,2,1,2,1,3,3,3,3,5,3,5,5,2,4,3,5,5,5,1,0,0,0,0,0,0,3,0,0,0,0,0,0,5,3,21,18,12,5,5,1,2,31,200051,2,2,2,NA,5,NA,124,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; .NET4.0C; Tablet PC 2.0; 360SE),MSIE 7.0,Windows NT 6.1,127.0.0.1,1,0,1,0,0
333,948520,2012-7-29 06:23,2012-7-29 06:33,609,3,1,1,1,1,2,1,1,NA,1,10,16,2,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,3,1,2,3,1,3,2,3,1,1,3,3,1,2,4,5,4,5,3,4,4,3,4,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,5,1,13,17,21,1,5,2,2,45,200062,5,1,2,NA,5,NA,474,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; .NET4.0C; Tablet PC 2.0; 360SE),MSIE 7.0,Windows NT 6.1,127.0.0.1,1,0,1,0,0
334,973144,2012-7-30 09:56,2012-7-30 10:07,657,5,1,1,1,1,3,1,1,NA,1,10,16,2,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,1,1,3,2,1,1,2,3,2,3,2,1,3,4,3,4,5,3,4,4,3,4,4,1,0,0,0,0,0,2,0,4,0,0,0,0,0,5,3,5,13,12,2,13,1,3,42,200062,5,2,2,NA,5,NA,331,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; .NET4.0C; Tablet PC 2.0; 360SE),MSIE 7.0,Windows NT 6.1,127.0.0.1,1,0,1,0,0
335,996437,2012-7-28 05:20,2012-7-28 05:36,951,3,1,1,1,1,2,1,1,NA,2,10,16,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,2,2,3,2,2,3,1,2,2,1,2,3,1,1,4,2,5,5,1,5,3,2,4,4,1,0,0,0,0,0,2,0,0,0,0,0,0,0,5,3,20,3,10,1,9,1,3,45,NA,5,1,1,NA,5,NA,719,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; .NET4.0C; Tablet PC 2.0; 360SE),MSIE 7.0,Windows NT 6.1,127.0.0.1,1,0,1,0,0
336,1016738,2012-7-27 07:18,2012-7-27 07:25,396,1,1,1,1,2,3,1,10,CIV,3,3,10,2,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,2,2,2,3,2,1,3,3,1,3,2,3,2,4,5,5,5,4,5,4,3,4,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,5,1,9,19,14,5,13,2,3,38,200042,5,2,2,NA,5,NA,231,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; .NET4.0C; Tablet PC 2.0; 360SE),MSIE 7.0,Windows NT 6.1,127.0.0.1,1,0,1,0,0
337,1069054,2012-7-28 02:58,2012-7-28 03:13,867,3,1,1,1,1,2,1,1,NA,1,10,16,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,2,3,2,3,3,1,2,1,2,1,2,2,2,3,4,5,5,5,4,5,5,3,3,3,1,0,0,0,0,0,2,0,0,0,0,0,0,4,0,1,14,1,20,4,8,1,2,44,NA,5,1,1,NA,5,NA,877,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; .NET4.0C; Tablet PC 2.0; 360SE),MSIE 7.0,Windows NT 6.1,127.0.0.1,1,0,1,0,0
338,1106638,2012-7-30 02:53,2012-7-30 03:03,612,3,1,1,1,1,2,1,1,NA,1,10,16,3,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,2,3,2,2,1,3,2,1,2,3,3,2,2,2,3,2,4,4,5,5,3,4,3,3,4,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,5,1,5,8,7,1,13,1,3,27,NA,4,2,2,NA,5,NA,734,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; .NET4.0C; Tablet PC 2.0; 360SE),MSIE 7.0,Windows NT 6.1,127.0.0.1,1,0,1,0,0
339,1158575,2012-7-29 05:49,2012-7-29 05:56,391,1,1,1,1,2,2,1,21,NA,2,5,12,2,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,3,1,1,2,3,1,3,1,3,3,3,1,2,4,5,5,5,5,5,5,3,4,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,5,3,2,14,17,5,14,1,3,28,NA,4,2,2,NA,5,NA,102,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; .NET4.0C; Tablet PC 2.0; 360SE),MSIE 7.0,Windows NT 6.1,127.0.0.1,1,0,1,0,0
340,1186878,2012-7-27 06:06,2012-7-27 06:17,626,4,1,1,1,1,2,3,1,NA,1,10,16,1,6,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,1,3,3,3,2,3,2,1,3,1,3,3,3,4,4,5,5,4,3,3,3,4,4,1,0,0,0,0,0,2,0,0,0,0,0,0,0,5,3,1,2,14,5,8,2,3,24,200333,1,2,2,NA,5,NA,73,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; .NET4.0C; Tablet PC 2.0; 360SE),MSIE 7.0,Windows NT 6.1,127.0.0.1,1,0,1,0,0
341,1201193,2012-7-28 09:31,2012-7-28 09:40,520,5,1,1,1,1,3,1,1,NA,1,10,16,3,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,2,1,3,2,3,1,3,3,1,3,1,3,3,2,1,1,3,4,5,5,4,5,4,3,5,2,1,0,0,0,0,0,0,0,4,0,0,2,0,4,0,1,1,14,13,5,10,1,3,41,200333,5,2,2,NA,5,NA,555,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; .NET4.0C; Tablet PC 2.0; 360SE),MSIE 7.0,Windows NT 6.1,127.0.0.1,1,0,1,0,0
342,1207041,2012-7-28 06:48,2012-7-28 06:57,540,4,1,1,1,1,2,3,1,NA,2,10,16,2,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,3,2,1,3,2,1,2,2,1,1,2,2,2,3,4,3,5,5,3,4,3,3,4,4,1,0,0,0,0,0,2,0,0,0,0,0,0,0,5,3,10,11,22,1,8,2,3,25,200063,4,2,2,NA,5,NA,486,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; .NET4.0C; Tablet PC 2.0; 360SE),MSIE 7.0,Windows NT 6.1,127.0.0.1,1,0,1,0,0
343,1238374,2012-7-28 08:36,2012-7-28 08:43,474,3,1,1,1,1,2,1,1,NA,1,10,16,2,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,2,3,3,2,2,3,1,1,2,1,1,2,1,3,4,3,5,5,2,4,4,3,3,5,1,0,0,0,0,0,0,3,0,0,0,0,0,0,5,3,13,14,19,5,6,1,4,50,236233,5,1,1,NA,5,NA,119,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; .NET4.0C; Tablet PC 2.0; 360SE),MSIE 7.0,Windows NT 6.1,127.0.0.1,1,0,1,0,0
344,1297676,2012-7-27 08:54,2012-7-27 09:08,814,3,1,1,1,1,2,1,1,NA,1,10,16,1,5,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,1,1,1,3,1,1,2,1,3,2,2,4,4,4,5,4,5,4,4,4,4,1,0,0,0,0,0,2,0,0,0,0,0,0,0,5,3,2,23,NA,5,7,2,3,19,200063,2,2,2,NA,5,NA,255,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; .NET4.0C; Tablet PC 2.0; 360SE),MSIE 7.0,Windows NT 6.1,127.0.0.1,1,0,1,0,0
345,1297790,2012-7-29 07:48,2012-7-29 08:03,872,6,1,1,1,1,3,3,1,NA,1,10,16,2,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,3,3,3,2,2,2,2,2,3,2,3,3,2,2,4,3,5,5,4,4,4,3,3,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,5,3,1,2,20,1,12,2,3,27,200060,4,2,2,NA,5,NA,339,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; .NET4.0C; Tablet PC 2.0; 360SE),MSIE 7.0,Windows NT 6.1,127.0.0.1,1,0,1,0,0
346,1300383,2012-7-29 03:21,2012-7-29 03:32,688,3,1,1,1,1,2,1,1,NA,2,10,16,3,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,2,3,1,2,2,3,1,1,2,3,1,3,2,1,3,3,4,3,5,5,4,5,4,3,4,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,5,3,3,14,5,5,9,1,3,16,NA,4,2,2,NA,5,NA,693,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; .NET4.0C; Tablet PC 2.0; 360SE),MSIE 7.0,Windows NT 6.1,127.0.0.1,1,0,1,0,0
347,1324927,2012-7-30 02:38,2012-7-30 02:47,542,1,1,1,1,2,2,1,14,3,2,5,11,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,1,2,2,2,2,1,2,3,3,1,3,2,1,1,3,4,5,5,4,5,4,4,4,3,1,0,0,0,0,0,2,0,0,0,0,0,0,0,5,3,14,1,13,1,15,1,3,22,NA,2,2,2,NA,5,NA,723,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; .NET4.0C; Tablet PC 2.0; 360SE),MSIE 7.0,Windows NT 6.1,127.0.0.1,1,0,1,0,0
348,1333995,2012-7-29 06:56,2012-7-29 07:05,496,3,1,1,1,1,2,1,1,NA,2,10,16,2,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,1,1,3,1,1,3,2,2,1,3,2,2,4,3,4,5,3,5,4,4,5,3,1,0,0,0,0,0,2,0,0,0,0,0,0,0,5,3,7,13,11,4,10,2,2,42,NA,6,1,2,NA,5,NA,456,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; .NET4.0C; Tablet PC 2.0; 360SE),MSIE 7.0,Windows NT 6.1,127.0.0.1,1,0,1,0,0
349,1369427,2012-7-29 08:32,2012-7-29 08:45,734,5,1,1,1,1,3,1,1,NA,2,10,16,1,5,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,3,3,1,1,1,3,2,1,1,2,1,3,3,4,3,4,5,4,4,4,3,5,4,1,0,0,0,0,0,2,0,0,0,0,0,0,0,5,1,2,20,13,4,12,2,3,28,200333,2,2,2,NA,5,NA,280,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; .NET4.0C; Tablet PC 2.0; 360SE),MSIE 7.0,Windows NT 6.1,127.0.0.1,1,0,1,0,0
350,1371830,2012-7-28 02:42,2012-7-28 02:56,823,3,1,1,1,1,2,1,1,NA,1,10,16,1,5,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,1,1,3,1,1,3,1,3,3,3,2,1,2,4,4,5,5,3,4,4,3,5,3,1,0,0,0,0,0,2,0,0,0,0,0,0,0,5,1,9,17,16,5,12,2,3,41,NA,5,2,2,NA,5,NA,494,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; .NET4.0C; Tablet PC 2.0; 360SE),MSIE 7.0,Windows NT 6.1,127.0.0.1,1,0,1,0,0
351,1376091,2012-7-30 08:33,2012-7-30 08:43,576,6,1,1,1,1,3,3,1,NA,1,10,16,1,5,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,3,1,3,1,3,3,2,3,2,3,2,2,2,4,3,4,5,3,3,4,3,4,3,1,0,0,0,0,0,2,0,0,0,0,0,0,0,5,1,2,9,12,1,14,1,3,33,NA,5,2,2,NA,5,NA,797,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; .NET4.0C; Tablet PC 2.0; 360SE),MSIE 7.0,Windows NT 6.1,127.0.0.1,1,0,1,0,0
352,1417582,2012-7-30 09:14,2012-7-30 09:24,591,5,1,1,1,1,3,1,1,NA,1,10,16,2,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,3,2,2,2,2,3,2,1,3,3,2,3,2,3,4,4,5,5,4,4,3,3,4,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,5,3,8,4,3,5,10,1,3,44,NA,5,2,2,NA,5,NA,693,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; .NET4.0C; Tablet PC 2.0; 360SE),MSIE 7.0,Windows NT 6.1,127.0.0.1,1,0,1,0,0
353,1474481,2012-7-27 08:44,2012-7-27 08:53,547,1,1,1,1,2,2,1,18,明睿,2,3,6,1,6,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,3,3,2,1,2,1,2,2,1,3,3,2,1,3,4,4,5,5,4,4,4,3,4,4,1,0,0,0,0,0,2,0,4,0,0,0,0,0,5,3,2,17,19,1,11,2,3,36,NA,5,2,2,NA,5,NA,615,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; .NET4.0C; Tablet PC 2.0; 360SE),MSIE 7.0,Windows NT 6.1,127.0.0.1,1,0,1,0,0
354,1508344,2012-7-30 06:00,2012-7-30 06:12,692,3,1,1,1,1,2,1,4,凯越,2,5,10,3,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,2,1,2,2,2,2,1,3,1,3,2,2,1,3,1,3,4,3,5,5,3,4,3,4,4,3,1,0,0,0,0,0,2,0,0,0,0,0,0,4,0,1,2,20,12,1,14,1,3,40,NA,5,2,2,NA,5,NA,559,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; .NET4.0C; Tablet PC 2.0; 360SE),MSIE 7.0,Windows NT 6.1,127.0.0.1,1,0,1,0,0
355,1528559,2012-7-29 02:56,2012-7-29 03:07,631,3,1,1,1,1,2,1,1,NA,1,10,16,2,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,3,2,2,3,1,3,2,1,3,3,2,1,1,3,4,3,4,5,4,5,4,3,5,3,1,0,0,0,0,0,2,0,0,0,0,0,0,0,5,3,3,13,19,5,7,1,2,21,200063,2,2,2,NA,5,NA,15,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; .NET4.0C; Tablet PC 2.0; 360SE),MSIE 7.0,Windows NT 6.1,127.0.0.1,1,0,1,0,0
356,1575046,2012-7-27 08:07,2012-7-27 08:20,727,4,1,1,1,1,2,3,1,NA,1,10,16,1,6,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,3,3,1,1,3,1,1,1,1,3,1,1,4,2,5,5,5,4,3,4,5,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,5,3,20,1,7,3,9,2,4,41,200063,6,2,2,NA,5,NA,479,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; .NET4.0C; Tablet PC 2.0; 360SE),MSIE 7.0,Windows NT 6.1,127.0.0.1,1,0,1,0,0
357,1577155,2012-7-27 02:17,2012-7-27 02:25,497,3,1,1,1,1,2,1,1,NA,1,10,16,2,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,3,1,2,3,1,3,2,3,3,2,2,3,2,4,4,5,5,5,5,4,5,5,5,1,0,0,0,0,0,2,0,0,0,1,2,0,0,0,1,7,20,16,5,13,1,3,34,200434,5,2,2,NA,5,NA,749,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; .NET4.0C; Tablet PC 2.0; 360SE),MSIE 7.0,Windows NT 6.1,127.0.0.1,1,0,1,0,0
358,1659660,2012-7-28 05:00,2012-7-28 05:16,932,3,1,1,1,1,2,1,NA,NA,2,10,16,2,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,2,1,2,1,1,2,1,3,1,3,2,2,2,3,5,5,5,3,4,4,4,5,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,5,3,13,21,37,4,9,1,1,45,NA,6,1,1,NA,5,NA,204,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; .NET4.0C; Tablet PC 2.0; 360SE),MSIE 7.0,Windows NT 6.1,127.0.0.1,1,0,1,0,0
359,1660850,2012-7-28 02:23,2012-7-28 02:40,1014,5,1,1,1,3,3,1,58,龙威350,2,7,10,3,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,2,3,3,3,1,2,3,2,3,1,2,1,1,1,1,2,4,3,5,5,3,5,4,3,4,4,1,0,0,0,0,1,2,0,0,0,0,0,0,0,5,1,2,10,33,3,16,1,3,30,200062,4,2,2,NA,5,NA,804,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; .NET4.0C; Tablet PC 2.0; 360SE),MSIE 7.0,Windows NT 6.1,127.0.0.1,1,0,1,0,0
360,1675065,2012-7-29 07:14,2012-7-29 07:24,604,5,1,1,1,1,3,1,1,NA,2,10,16,2,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,3,1,3,1,1,3,1,3,3,1,1,3,1,3,4,4,5,5,3,3,3,4,4,4,1,0,0,0,0,0,0,0,4,0,0,2,0,0,0,1,1,14,2,5,11,2,3,27,200333,4,2,2,NA,5,NA,217,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; .NET4.0C; Tablet PC 2.0; 360SE),MSIE 7.0,Windows NT 6.1,127.0.0.1,1,0,1,0,0
361,1678085,2012-7-30 07:18,2012-7-30 07:27,524,6,1,1,1,1,3,3,1,NA,1,10,16,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,3,3,2,1,2,2,2,3,3,2,1,1,3,4,3,5,5,4,4,4,3,4,4,1,0,0,0,0,0,2,0,0,0,0,0,0,0,5,3,13,7,5,1,13,2,2,44,NA,5,1,2,NA,5,NA,878,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; .NET4.0C; Tablet PC 2.0; 360SE),MSIE 7.0,Windows NT 6.1,127.0.0.1,1,0,1,0,0
362,922369,2012-7-27 05:21,2012-7-27 05:28,468,4,1,1,1,1,2,3,1,NA,1,2,15,2,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,2,1,1,1,2,1,3,1,3,2,2,3,2,5,3,5,5,3,4,4,4,5,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,5,3,14,2,21,2,7,1,3,49,NA,4,1,1,可以更简略点。,5,NA,536,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; Maxthon/3.0),MSIE 7.0,Windows NT 6.1,127.0.0.1,1,1,1,0,0
