RespNum,sys_StartTime,sys_EndTime,sys_ElapsedTime,sys_InternalRespNum,sys_CBCVersion_CBC,mtwid,consent1_1,consent2_1,consent3_1,pastbuyer,futurebuyer,primarybuyer,quota,CarMake,CarModel,VehicleOwnership,dailyvmt,annualvmt,carsizeselect,carimagesmall,carimagemid,carimagelarge,Topcarsmall_1,Topcarsmall_2,Topcarsmall_3,Topcarsmall_4,Topcarsmall_5,Topcarsmall_6,Topcarsmall_7,Topcarsmall_8,Topcarmid_1,Topcarmid_2,Topcarmid_3,Topcarmid_4,Topcarmid_5,Topcarmid_6,Topcarmid_7,Topcarmid_8,Topcarlarge_1,Topcarlarge_2,Topcarlarge_3,Topcarlarge_4,Topcarlarge_5,Topcarlarge_6,Topcarlarge_7,Topcarlarge_8,CBCFIX1,CBCRAN1,CBCRAN2,CBCRAN3,CBCRAN4,CBCRAN5,CBCRAN6,CBCRAN7,CBCRAN8,CBCRAN9,CBCRAN10,CBCRAN11,CBCRAN12,CBCRAN13,CBCRAN14,CBCRAN15,productuseratings_r1,productuseratings_r2,productuseratings_r3,productuseratings_r4,productuseratings_r5,productuseratings_r6,EnvLifeRatings_r1,EnvLifeRatings_r2,EnvLifeRatings_r3,EnvLifeRatings_r4,DrivingTypeExper_1,DrivingTypeExper_2,DrivingTypeExper_3,DrivingTypeExper_4,DrivingTypeExper_5,consideration_1,consideration_2,consideration_3,consideration_4,consideration_5,parkingHomeGarage,parkingHomeStructure,parkingHomeDriveway,parkingHomeStreet,parkingHomeOther,slowchargingaccess_1,slowchargingaccess_2,slowchargingaccess_3,slowchargingaccess_4,slowchargingaccess_5,slowchargingaccess_6,slowchargingaccess_7,slowchargingaccess_8,slowchargingaccess_9,fastchargingaccess,brandrank1,brankrank2,brandrank3,maintenance,income,sex,householdsize,YOB,zipcode,education,children,marriage,sys_RespStatus,sys_DispositionCode,sys_UserAgent,sys_Browser,sys_OperatingSystem,sys_IPAddress,sys_UserJavaScript,comments,enthusiast,SUVbuyer
65,2/15/13 22:25,2/15/13 22:40,857,1554744,966,NA,1,1,1,3,3,3,6,5,lacrosse,4,2,2,2,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,1,2,2,3,1,2,2,3,2,1,1,2,2,4,4,5,2,3,3,4,4,4,1,0,0,0,0,1,0,0,0,0,1,1,6,4,1,0,0,3,0,0,0,0,0,0,3,7,6,5,2,9,2,3,18,15223,2,3,2,5,NA,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/536.11 (KHTML, like Gecko) Chrome/20.0.1132.57 Safari/536.11",Chrome 20.0.1132.57,Windows NT 6.1,127.0.0.1,1,some of these questions were very interesting,2,0
66,2/17/13 19:51,2/17/13 20:04,807,651047,383,NA,1,1,1,3,3,1,5,16,C300,3,5,2,2,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,2,2,2,2,2,1,1,1,1,1,1,3,3,4,3,5,4,1,5,4,2,3,3,1,2,0,0,0,1,2,3,0,0,2,1,2,3,7,1,0,0,0,0,0,0,0,0,3,16,3,22,1,8,2,2,44,15226,5,1,1,5,NA,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/536.11 (KHTML, like Gecko) Chrome/20.0.1132.57 Safari/536.11",Chrome 20.0.1132.57,Windows NT 6.1,127.0.0.1,1,"The survey was very enlightening, but it would have been nice to have some more options under the favorite car options, such as Infiniti.",1,0
67,2/17/13 20:31,2/17/13 20:39,487,1016013,965,NA,1,1,1,3,2,1,3,7,cavalier,2,9,7,1,7,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,1,2,3,2,1,1,1,2,1,3,3,1,3,1,5,4,5,5,1,3,3,3,2,4,1,0,0,0,0,1,2,0,0,0,3,6,2,2,2,0,0,0,0,0,0,0,0,0,2,7,9,10,5,5,2,1,31,15,NA,NA,NA,5,NA,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/536.11 (KHTML, like Gecko) Chrome/20.0.1132.57 Safari/536.11",Chrome 20.0.1132.57,Windows NT 6.1,127.0.0.1,1,NA,NA,0
68,2/17/13 20:16,2/17/13 20:26,581,1151508,291,NA,1,1,1,2,4,1,1,25,avenger,2,9,7,2,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,1,3,2,2,3,2,2,3,2,2,3,1,3,5,1,5,4,1,5,4,1,3,5,1,2,0,0,0,1,2,0,0,0,1,1,1,6,1,0,0,0,0,0,0,0,0,0,2,16,4,2,4,6,2,1,43,16052,5,1,1,5,NA,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/536.11 (KHTML, like Gecko) Chrome/20.0.1132.57 Safari/536.11",Chrome 20.0.1132.57,Windows NT 6.1,127.0.0.1,1,NA,3,0
69,2/17/13 19:23,2/17/13 19:37,813,1191561,418,NA,1,1,1,2,4,3,2,11,Accord,4,9,5,2,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,3,3,2,2,3,2,2,2,2,3,1,3,3,2,5,4,5,5,1,4,3,3,4,4,1,0,0,0,0,0,2,0,0,0,5,1,3,3,1,1,0,0,0,0,0,0,0,0,2,11,13,9,3,12,2,2,15,15209,4,1,2,5,NA,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/536.11 (KHTML, like Gecko) Chrome/20.0.1132.57 Safari/536.11",Chrome 20.0.1132.57,Windows NT 6.1,127.0.0.1,1,NA,1,0
70,2/17/13 19:38,2/17/13 19:47,599,1192025,752,NA,1,1,1,2,4,3,2,20,Impreza,4,3,2,2,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,2,3,1,2,2,2,2,3,1,2,1,2,1,5,4,5,5,1,5,4,3,4,4,1,0,0,0,0,1,2,3,0,0,3,1,2,4,1,0,0,0,0,0,0,0,0,0,3,3,18,2,4,11,1,5,53,15237,2,1,1,5,NA,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/536.11 (KHTML, like Gecko) Chrome/20.0.1132.57 Safari/536.11",Chrome 20.0.1132.57,Windows NT 6.1,127.0.0.1,1,NA,1,0
71,2/15/13 22:27,2/15/13 22:35,513,489450,392,NA,1,1,1,3,3,3,6,7,malibu,3,7,4,2,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,1,1,2,2,2,2,1,1,1,1,3,1,1,5,3,5,5,1,3,1,5,4,5,1,0,0,4,0,1,2,3,4,0,1,1,1,3,1,0,0,0,4,0,0,0,0,0,3,10,8,9,4,10,1,3,8,15210,7,4,2,5,NA,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.95 Safari/537.11",Chrome 23.0.1271.95,Windows NT 6.1,127.0.0.1,1,NA,2,0
72,2/16/13 19:37,2/16/13 19:45,482,509291,833,NA,1,1,1,2,3,3,2,18,altama,4,4,3,2,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,2,3,2,3,2,3,4,3,3,3,3,0,0,0,0,5,0,0,0,0,5,5,3,5,5,5,0,0,0,0,5,0,0,0,0,3,18,12,13,5,7,2,3,20,15466,2,2,2,5,NA,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.95 Safari/537.11",Chrome 23.0.1271.95,Windows NT 6.1,127.0.0.1,1,NA,1,0
73,2/16/13 18:44,2/16/13 19:02,1032,686314,82,NA,1,1,1,2,4,1,1,13,Optima,3,2,5,2,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,1,3,3,3,3,1,1,3,2,2,3,1,3,3,5,1,5,3,3,4,1,1,1,1,1,2,0,0,0,1,0,0,4,0,3,2,2,1,2,1,0,3,0,0,0,0,0,0,2,1,1,1,2,11,1,2,-5,15215,5,3,2,5,NA,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.95 Safari/537.11",Chrome 23.0.1271.95,Windows NT 6.1,127.0.0.1,1,this survey is very age dependent,2,0
74,2/15/13 22:39,2/15/13 22:53,842,839123,550,NA,1,1,1,3,3,3,6,11,accord,3,4,7,1,6,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,3,2,2,3,1,1,1,1,2,3,3,1,1,5,4,5,5,1,5,3,3,4,4,1,0,0,0,0,1,2,3,0,0,2,1,2,6,7,1,0,0,0,0,0,0,0,0,3,9,15,20,3,6,1,2,29,15201,5,1,2,5,NA,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.95 Safari/537.11",Chrome 23.0.1271.95,Windows NT 6.1,127.0.0.1,1,NA,2,0
75,2/15/13 18:44,2/15/13 19:19,2135,967906,580,NA,1,1,1,2,3,3,2,9,Fusion,3,1,1,2,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,3,3,1,3,2,2,2,1,2,1,2,1,2,1,5,4,5,5,2,5,4,1,1,1,1,0,0,0,0,1,0,0,0,0,3,1,3,7,2,1,0,0,0,5,0,0,0,0,2,9,9,9,4,12,2,1,54,15202,6,1,1,5,NA,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.95 Safari/537.11",Chrome 23.0.1271.95,Windows NT 6.1,127.0.0.1,1,"These questions need to be simplified.  Also, many drivers were born prior to 1942.  Also, the survey is entirely too long",1,0
76,2/16/13 19:07,2/16/13 19:20,775,974371,958,NA,1,1,1,3,3,1,5,11,Civic,2,2,2,1,3,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,2,2,2,2,1,1,1,3,2,3,2,3,2,3,4,4,5,5,1,4,4,4,5,NA,1,0,0,0,0,1,2,3,0,0,2,1,2,2,1,0,0,0,0,5,0,0,0,0,1,11,7,1,5,5,1,1,4,15217,5,1,1,5,NA,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.95 Safari/537.11",Chrome 23.0.1271.95,Windows NT 6.1,127.0.0.1,1,NA,2,0
77,2/15/13 20:02,2/15/13 20:13,654,976926,285,NA,1,1,1,3,3,3,6,9,Tauras,3,3,3,3,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,1,3,2,2,3,2,3,3,3,2,3,3,1,2,1,2,5,5,5,5,2,5,5,4,3,3,1,0,0,0,0,1,0,0,0,0,3,1,6,1,1,1,0,0,0,0,0,0,0,0,2,9,8,6,3,12,3,NA,12,15717,5,3,2,5,NA,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.95 Safari/537.11",Chrome 23.0.1271.95,Windows NT 6.1,127.0.0.1,1,NA,1,0
78,2/15/13 22:58,2/15/13 23:04,371,1183958,481,NA,1,1,1,2,2,1,1,12,sonata,4,9,9,2,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,2,2,2,2,1,3,2,2,2,2,1,3,2,5,5,5,5,5,5,5,5,5,5,0,0,3,0,0,0,0,3,0,0,4,5,4,4,4,0,0,0,0,0,6,0,0,0,1,5,8,18,1,9,2,4,20,15239,5,3,2,5,NA,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.95 Safari/537.11",Chrome 23.0.1271.95,Windows NT 6.1,127.0.0.1,1,NA,1,0
79,2/16/13 18:31,2/16/13 18:39,529,1228534,94,NA,1,1,1,3,3,3,6,15,3,2,2,4,1,6,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,2,2,3,1,3,1,2,2,2,1,3,2,3,5,5,5,5,3,5,5,5,5,5,1,2,0,0,0,1,2,3,4,0,4,1,3,6,6,1,0,0,0,0,0,0,0,0,2,20,3,15,5,11,1,2,40,15205,3,1,2,5,NA,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.95 Safari/537.11",Chrome 23.0.1271.95,Windows NT 6.1,127.0.0.1,1,NA,1,0
80,2/15/13 21:04,2/15/13 21:19,874,1428004,151,NA,1,1,1,3,2,1,3,3,A6,2,3,3,2,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,3,3,2,2,3,2,3,2,1,3,3,1,3,3,5,3,5,4,1,5,3,3,1,2,1,2,0,0,0,1,2,0,0,0,3,1,4,1,6,1,0,0,0,0,0,0,0,0,3,3,23,11,5,12,1,2,54,15136,5,5,2,5,NA,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.95 Safari/537.11",Chrome 23.0.1271.95,Windows NT 6.1,127.0.0.1,1,NA,1,0
81,2/16/13 19:21,2/16/13 19:34,754,1441054,977,NA,1,1,1,3,3,1,5,11,Civic,2,4,6,3,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,2,2,3,2,2,2,2,1,1,3,1,3,2,2,2,3,4,3,4,5,1,5,4,2,3,3,1,2,0,4,0,1,2,3,0,0,2,7,1,6,7,1,2,0,0,0,0,0,0,0,3,4,16,5,1,7,1,1,49,15213,5,1,1,5,NA,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.95 Safari/537.11",Chrome 23.0.1271.95,Windows NT 6.1,127.0.0.1,1,NA,1,0
82,2/17/13 19:29,2/17/13 19:41,686,647227,401,NA,1,1,1,3,3,3,6,7,malibu,3,7,5,2,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,2,1,3,3,2,1,1,1,3,1,1,1,1,5,5,5,5,1,4,2,2,4,5,1,0,0,0,0,1,2,3,0,0,3,1,1,1,1,1,0,3,0,0,0,0,0,0,3,7,1,1,3,12,2,4,32,15,NA,NA,NA,5,NA,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.95 Safari/537.11",Chrome 23.0.1271.95,Windows NT 6.1,127.0.0.1,1,NA,NA,0
83,2/17/13 19:12,2/17/13 19:24,706,1326719,756,NA,1,1,1,3,2,3,4,12,elantra,4,7,6,1,4,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,1,2,3,1,3,2,2,2,2,1,3,3,1,5,3,5,5,1,4,3,1,2,2,1,0,0,0,0,1,2,3,4,0,3,1,5,5,6,1,0,0,0,0,0,0,0,0,3,16,2,12,5,11,2,3,12,15146,6,2,2,5,NA,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.95 Safari/537.11",Chrome 23.0.1271.95,Windows NT 6.1,127.0.0.1,1,NA,2,0
84,2/16/13 15:25,2/16/13 15:42,1004,671975,585,NA,1,1,1,3,3,1,5,4,328xi,4,8,5,1,6,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,3,2,1,2,1,2,2,1,3,1,2,2,2,3,2,4,4,4,1,5,4,3,3,4,1,2,0,0,0,1,2,3,0,0,3,7,6,1,7,1,0,0,0,0,0,0,0,0,1,4,23,2,5,11,1,3,48,15108,5,1,1,5,NA,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0),MSIE 9.0,Windows NT 6.1,127.0.0.1,1,NA,1,0
85,2/16/13 17:18,2/16/13 17:30,748,913339,831,NA,1,1,1,3,2,1,3,7,Blazer,3,8,9,2,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,3,3,1,1,1,3,3,3,2,3,3,3,3,3,4,4,4,5,3,4,3,4,5,4,1,2,0,0,0,1,2,3,4,0,4,1,5,1,1,1,0,3,0,0,0,7,0,0,3,7,9,11,5,11,1,1,13,15143,7,3,1,5,NA,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0),MSIE 9.0,Windows NT 6.1,127.0.0.1,1,NA,2,0
86,2/16/13 20:48,2/16/13 20:59,680,918738,693,NA,1,1,1,2,4,3,2,9,Focus,3,2,2,2,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,2,2,2,3,1,2,1,1,2,1,3,3,3,4,2,5,4,1,2,2,4,4,4,1,0,0,0,0,0,2,0,0,0,7,7,7,3,7,0,0,0,4,0,0,0,0,0,3,4,9,12,4,8,2,2,15,15212,5,1,2,5,NA,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0),MSIE 9.0,Windows NT 6.1,127.0.0.1,1,"In any sitaution I will always lean toward ""made in America.""",2,0
87,2/16/13 21:02,2/16/13 21:13,671,925213,72,NA,1,1,1,3,2,1,3,6,cts,3,3,3,3,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,3,1,1,3,3,1,3,3,3,3,3,1,3,1,2,1,4,4,5,5,1,4,4,3,4,4,1,0,0,0,0,1,2,3,0,0,2,2,2,2,2,0,0,0,0,0,0,0,0,0,1,9,6,4,1,10,1,2,20,15146,1,3,5,5,NA,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0),MSIE 9.0,Windows NT 6.1,127.0.0.1,1,NA,2,0
88,2/16/13 19:38,2/16/13 19:48,618,1016473,36,NA,1,1,1,3,2,1,3,25,vue,3,6,9,3,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,3,1,3,1,3,2,2,3,2,2,1,3,1,3,2,1,4,5,5,5,3,4,3,3,4,4,1,0,0,0,0,1,2,0,0,0,3,7,5,1,7,0,0,0,0,0,0,7,0,0,3,25,23,20,4,12,2,2,22,15001,5,1,1,5,NA,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0),MSIE 9.0,Windows NT 6.1,127.0.0.1,1,NA,2,0
89,2/16/13 18:11,2/16/13 18:26,896,1138558,534,NA,1,1,1,3,3,1,5,6,seville,4,1,1,3,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,2,2,2,3,2,3,3,3,1,3,2,1,1,3,1,1,4,5,5,5,5,5,4,2,1,1,1,2,3,4,0,1,2,0,0,0,4,7,5,6,2,1,0,0,0,0,0,0,0,0,1,2,22,18,5,7,1,1,25,15235,2,1,1,5,NA,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0),MSIE 9.0,Windows NT 6.1,127.0.0.1,1,NA,1,0
90,2/16/13 16:10,2/16/13 16:25,878,1156532,887,NA,1,1,1,3,3,1,5,12,elantra,2,2,2,1,6,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,1,2,3,3,2,3,3,2,3,2,1,1,1,5,5,5,5,3,4,2,4,5,5,1,0,0,4,0,1,2,3,4,0,2,7,4,5,7,0,0,0,0,0,0,0,0,0,3,12,11,22,5,7,2,1,19,15208,5,1,1,5,NA,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0),MSIE 9.0,Windows NT 6.1,127.0.0.1,1,"thanks,  lets save the earth !!!",2,0
91,2/16/13 19:24,2/16/13 19:32,424,1198652,243,NA,1,1,1,3,2,3,4,25,firebird,4,4,5,2,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,2,1,1,3,2,3,1,2,1,3,3,2,1,5,4,4,4,1,4,4,2,3,4,1,2,0,0,0,1,2,0,0,0,3,3,5,5,1,1,0,3,0,0,0,0,0,0,3,8,13,12,3,12,2,5,24,152,NA,NA,NA,5,NA,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0),MSIE 9.0,Windows NT 6.1,127.0.0.1,1,NA,NA,0
92,2/16/13 19:07,2/16/13 19:18,699,1226841,130,NA,1,1,1,3,2,3,4,25,Scion TC,3,8,5,2,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,1,2,2,3,2,1,2,3,3,2,2,2,1,4,4,4,4,1,4,3,2,2,1,1,0,0,0,0,1,2,3,4,0,1,1,3,1,3,0,0,0,0,0,0,0,0,0,2,4,3,22,3,9,2,2,43,26505,6,1,2,5,NA,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0),MSIE 9.0,Windows NT 6.1,127.0.0.1,1,NA,1,0
93,2/16/13 20:30,2/16/13 20:43,760,1416382,93,NA,1,1,1,3,3,1,5,20,Forester,2,2,3,2,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,2,1,3,2,2,2,1,1,3,2,1,1,1,2,4,5,NA,3,3,1,1,4,4,1,2,0,0,0,0,2,3,0,0,2,2,2,2,2,1,0,0,0,0,0,0,0,0,3,22,11,20,4,8,1,1,16,15234,4,1,4,5,NA,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0),MSIE 9.0,Windows NT 6.1,127.0.0.1,1,NA,1,0
94,2/16/13 18:51,2/16/13 19:01,622,1446253,699,NA,1,1,1,3,2,3,4,25,Alero,3,5,4,2,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,3,3,3,1,2,3,2,1,2,3,3,2,1,4,3,5,4,1,4,3,2,1,1,1,0,0,0,0,0,2,0,0,0,1,1,3,6,7,0,0,0,0,0,0,0,0,0,3,22,23,2,5,12,2,2,43,15210,5,1,2,5,NA,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0),MSIE 9.0,Windows NT 6.1,127.0.0.1,1,NA,2,0
95,2/16/13 16:57,2/16/13 17:04,434,1492716,150,NA,1,1,1,3,3,1,5,16,e350,2,3,7,2,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,3,1,1,1,2,2,1,1,1,1,1,1,1,1,NA,3,NA,4,3,4,3,4,5,2,0,0,0,0,5,0,0,0,0,5,2,2,2,2,2,0,2,3,0,0,0,0,8,0,3,16,23,21,1,7,1,2,4,15139,7,4,2,5,NA,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0),MSIE 9.0,Windows NT 6.1,127.0.0.1,1,NA,2,0
96,2/16/13 21:22,2/16/13 21:34,675,1508344,559,NA,1,1,1,3,3,1,5,11,accord,3,9,9,1,4,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,1,1,2,2,2,3,2,3,1,3,3,1,3,4,3,5,5,2,2,1,4,4,4,1,2,3,4,0,1,2,3,0,0,3,1,4,1,1,1,0,3,0,0,0,0,0,0,2,11,9,23,5,12,2,2,9,13780,5,5,2,5,NA,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0),MSIE 9.0,Windows NT 6.1,127.0.0.1,1,NA,1,0
97,2/16/13 15:56,2/16/13 16:08,695,1582151,318,NA,1,1,1,3,3,3,6,24,s60,4,9,9,2,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,3,1,2,3,3,2,1,2,1,1,3,1,3,2,4,4,5,5,1,4,3,1,1,1,1,0,0,0,0,1,2,0,0,0,4,1,6,6,1,1,0,0,0,0,0,0,0,0,1,4,24,13,5,11,2,2,27,15057,5,1,2,5,NA,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0),MSIE 9.0,Windows NT 6.1,127.0.0.1,1,What about CNG vehicles?,1,0
98,2/16/13 19:54,2/16/13 20:02,486,1646948,615,NA,1,1,1,2,3,1,1,16,e350,4,9,8,3,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,2,2,1,3,3,1,1,1,1,1,1,1,3,3,3,3,4,4,4,5,1,5,5,3,3,NA,1,0,0,0,0,1,0,0,0,0,3,1,5,1,1,1,0,3,0,0,0,0,0,0,2,16,7,9,3,12,1,6,27,16066,5,5,2,5,NA,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0),MSIE 9.0,Windows NT 6.1,127.0.0.1,1,NA,1,0
