RespNum,sys_StartTime,sys_EndTime,sys_ElapsedTime,sys_InternalRespNum,sys_CBCVersion_CBC,pastbuyer,futurebuyer,primarybuyer,quota,CarMake,CarModel,VehicleOwnership,dailyvmt,annualvmt,carsizeselect,carimagesmall,carimagemid,carimagelarge,CBCFIX1,productuseratings_r1,productuseratings_r2,productuseratings_r3,productuseratings_r4,productuseratings_r5,productuseratings_r6,EnvLifeRatings_r1,EnvLifeRatings_r2,EnvLifeRatings_r3,EnvLifeRatings_r4,DrivingTypeExper_1,DrivingTypeExper_2,DrivingTypeExper_3,DrivingTypeExper_4,DrivingTypeExper_5,consideration_1,consideration_2,consideration_3,consideration_4,consideration_5,parkingHomeGarage,parkingHomeStructure,parkingHomeDriveway,parkingHomeStreet,parkingHomeOther,slowchargingaccess_1,slowchargingaccess_2,slowchargingaccess_3,slowchargingaccess_4,slowchargingaccess_5,slowchargingaccess_6,slowchargingaccess_7,slowchargingaccess_8,slowchargingaccess_9,fastchargingaccess,brandrank1,brankrank2,brandrank3,maintenance,income,sex,householdsize,YOB,zipcode,education,children,marriage,enthusiast,SUVbuyer,shanghai,shenzhen,chengdu,usa,mturk
599,2012-8-10 06:17,2012-8-10 06:25,463,854724,932,1,2,1,3,1,NA,2,1,1,1,3,NA,NA,2,3,1,4,4,3,3,3,4,4,4,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,1,3,19,1,5,1,2,44,610041,4,1,1,0,0,0,0,1,0,0
600,2012-8-10 06:58,2012-8-10 07:06,509,859947,668,1,2,3,4,1,NA,1,10,16,1,5,NA,NA,2,5,4,4,4,4,4,3,3,3,3,1,0,0,0,0,1,2,3,4,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,2,19,NA,NA,5,19,1,3,44,610000,5,1,1,0,0,0,0,1,0,0
601,2012-8-11 03:36,2012-8-11 03:43,377,903920,847,1,3,3,6,1,NA,2,9,15,1,3,NA,NA,2,3,4,5,5,4,4,4,3,3,3,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,3,1,6,15,2,19,2,4,54,610500,5,1,1,0,0,0,0,1,0,0
602,2012-8-10 04:05,2012-8-10 04:12,421,928431,621,1,2,1,3,1,NA,1,10,16,1,1,NA,NA,2,3,4,5,5,4,4,4,4,5,5,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,2,3,0,0,0,0,0,0,1,17,56,11,2,10,1,2,46,610000,4,1,1,0,0,0,0,1,0,0
603,2012-8-10 05:16,2012-8-10 05:28,702,975409,447,2,1,1,1,17,三厢,2,6,9,2,NA,1,NA,2,2,2,5,5,5,4,4,4,4,4,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,16,19,1,19,1,5,45,618200,4,2,2,0,0,0,0,1,0,0
604,2012-8-11 06:30,2012-8-11 06:40,627,998688,821,2,3,1,1,19,天语,3,7,10,2,NA,8,NA,2,4,2,5,5,4,5,5,4,4,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,1,20,4,2,5,2,2,43,NA,5,1,2,0,0,0,0,1,0,0
605,2012-8-10 08:50,2012-8-10 09:00,590,1006329,786,1,2,1,3,1,NA,1,10,16,2,NA,8,NA,2,3,4,5,5,3,4,4,4,4,5,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,5,20,2,19,1,4,43,610041,2,2,2,0,0,0,0,1,0,0
606,2012-8-10 09:02,2012-8-10 09:12,600,1046368,899,3,2,1,3,3,NA,2,9,15,1,4,NA,NA,2,5,5,5,5,4,5,5,5,5,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,2,1,22,1,19,1,5,NA,NA,8,7,6,0,0,0,0,1,0,0
607,2012-8-11 05:28,2012-8-11 05:37,560,1048047,849,3,3,1,5,19,NA,2,9,15,2,NA,6,NA,2,4,2,3,5,3,5,3,3,4,4,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,67,NA,NA,2,19,1,8,31,NA,NA,7,6,0,0,0,0,1,0,0
608,2012-8-11 09:16,2012-8-11 09:28,753,1117109,221,2,1,3,2,21,plot,2,9,4,3,NA,NA,8,2,3,4,5,5,4,4,3,3,5,5,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,20,9,10,3,19,2,2,45,NA,5,1,2,0,0,0,0,1,0,0
609,2012-8-11 07:24,2012-8-11 07:36,743,1117857,499,1,2,1,3,4,骏威,2,6,14,3,NA,NA,3,2,3,2,4,5,3,5,3,2,3,4,1,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,3,4,13,2,17,1,3,49,610000,2,1,1,0,0,0,0,1,0,0
610,2012-8-10 02:42,2012-8-10 02:49,431,1226514,892,2,3,1,1,8,NA,2,8,11,2,NA,8,NA,2,4,4,5,5,5,5,4,4,5,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,7,1,5,5,12,1,5,47,NA,4,7,1,0,0,0,0,1,0,0
611,2012-8-10 08:01,2012-8-10 08:11,597,1248996,716,1,3,1,5,1,NA,1,10,16,2,NA,1,NA,2,4,3,5,5,4,5,4,3,4,4,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,67,NA,NA,3,9,1,3,46,NA,5,1,1,0,0,0,0,1,0,0
612,2012-8-11 03:49,2012-8-11 03:57,502,1293145,22,1,3,3,6,1,NA,3,10,16,1,8,NA,NA,2,5,4,5,5,4,3,1,3,5,4,0,0,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,1,2,NA,2,5,2,4,47,NA,4,1,1,0,0,0,0,1,0,0
613,2012-8-10 03:48,2012-8-10 03:59,676,1321823,258,1,2,1,3,1,NA,1,10,16,2,NA,4,NA,2,4,2,3,5,5,5,4,4,4,4,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,1,2,14,2,19,1,3,52,NA,1,1,1,0,0,0,0,1,0,0
614,2012-8-11 05:15,2012-8-11 05:25,596,1341787,532,3,3,3,6,13,NA,2,2,1,1,2,NA,NA,2,4,2,4,5,4,3,4,3,4,3,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,2,1,7,4,2,11,2,3,26,NA,8,2,2,0,0,0,0,1,0,0
615,2012-8-10 09:18,2012-8-10 09:27,565,1348376,994,1,2,1,3,1,NA,3,10,16,1,5,NA,NA,2,2,3,4,5,3,3,3,3,4,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,4,11,1,19,1,3,NA,NA,2,7,6,0,0,0,0,1,0,0
616,2012-8-10 08:38,2012-8-10 08:48,595,1351182,502,2,1,3,2,32,NA,2,1,8,1,4,NA,NA,2,4,3,4,5,5,4,4,4,3,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,3,2,3,2,8,1,2,48,NA,2,1,1,0,0,0,0,1,0,0
617,2012-8-11 02:44,2012-8-11 02:56,768,1426298,174,1,2,3,4,1,NA,1,10,16,1,5,NA,NA,2,3,4,5,5,2,5,5,5,5,5,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,1,9,19,2,15,1,3,38,NA,4,2,2,0,0,0,0,1,0,0
618,2012-8-11 06:04,2012-8-11 06:12,471,1480780,867,1,3,3,6,1,NA,1,10,16,1,3,NA,NA,2,4,5,5,5,4,4,4,4,3,4,0,0,0,0,5,1,2,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,3,20,11,NA,5,11,2,3,NA,NA,8,2,2,0,0,0,0,1,0,0
619,2012-8-10 05:51,2012-8-10 06:00,584,1481970,468,1,2,1,3,1,NA,2,10,16,1,8,NA,NA,2,3,4,4,5,5,5,4,4,4,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,3,1,1,7,1,5,45,614208,8,2,2,0,0,0,0,1,0,0
620,2012-8-11 08:37,2012-8-11 08:51,818,1517288,208,1,3,3,6,1,NA,1,10,16,2,NA,5,NA,2,5,3,5,5,4,5,3,4,4,4,0,0,0,0,5,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,38,1,66,5,19,2,2,49,NA,2,1,1,0,0,0,0,1,0,0
621,2012-8-11 07:48,2012-8-11 07:56,462,1612184,280,1,2,1,3,2,NA,1,10,16,1,4,NA,NA,2,4,2,5,5,5,5,2,3,4,4,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,2,1,2,10,5,5,2,3,38,610041,2,1,6,0,0,0,0,1,0,0
622,2012-8-10 09:35,2012-8-10 09:46,660,1619559,49,1,2,1,3,10,NA,2,3,10,3,NA,NA,3,2,4,2,4,4,4,5,4,4,4,4,1,2,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,1,2,20,1,7,1,4,46,NA,3,1,1,0,0,0,0,1,0,0
623,2012-8-10 03:29,2012-8-10 03:40,686,1623053,794,1,2,3,4,1,NA,1,10,16,1,4,NA,NA,2,5,4,5,5,2,3,2,4,4,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,67,NA,NA,1,6,1,3,20,NA,2,2,2,0,0,0,0,1,0,0
624,2012-8-10 08:43,2012-8-10 08:52,596,638449,878,1,3,1,5,67,NA,2,9,15,3,NA,NA,6,2,4,2,5,5,3,5,5,4,4,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,1,2,22,1,11,1,3,51,NA,1,7,1,0,0,0,0,1,0,0
625,2012-8-11 05:34,2012-8-11 05:42,509,716271,987,1,3,1,5,NA,NA,1,9,15,2,NA,1,NA,2,4,5,5,5,4,5,4,4,5,5,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,3,22,20,2,10,1,3,43,NA,2,2,2,0,0,0,0,1,0,0
626,2012-8-9 09:01,2012-8-9 09:16,855,737203,960,1,3,1,5,NA,NA,1,9,15,2,NA,5,NA,2,4,3,5,5,5,4,4,5,5,5,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,2,15,5,7,1,12,2,3,36,NA,5,2,2,0,0,0,0,1,0,0
627,2012-8-10 05:35,2012-8-10 05:41,372,739468,77,1,3,1,5,NA,NA,1,9,15,3,NA,NA,4,2,3,4,5,5,5,5,4,3,4,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,NA,1,3,4,2,18,2,2,51,NA,2,7,1,0,0,0,0,1,0,0
628,2012-8-9 05:11,2012-8-9 05:28,1044,743678,339,1,3,3,6,NA,NA,1,9,15,3,NA,NA,1,2,1,4,5,5,5,3,3,5,5,4,0,0,0,0,5,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,1,22,10,5,10,2,6,29,641400,1,3,2,0,0,0,0,1,0,0
629,2012-8-10 05:27,2012-8-10 05:35,485,816139,614,1,3,1,5,NA,NA,1,9,15,3,NA,NA,3,2,1,5,5,5,5,3,4,4,4,4,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,9,20,10,5,5,1,3,45,NA,4,2,2,0,0,0,0,1,0,0
630,2012-8-9 04:43,2012-8-9 04:55,670,824718,997,1,3,3,6,NA,NA,1,9,15,3,NA,NA,1,2,4,5,5,5,4,3,2,2,5,5,0,0,0,0,5,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,20,17,5,1,9,2,3,50,NA,3,1,1,0,0,0,0,1,0,0
631,2012-8-11 08:36,2012-8-11 08:46,599,837668,754,1,3,1,5,NA,NA,1,9,15,2,NA,8,NA,2,3,4,5,5,4,3,3,2,4,4,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,2,19,4,1,19,2,3,44,NA,5,1,1,0,0,0,0,1,0,0
632,2012-8-10 06:29,2012-8-10 06:45,969,872887,425,1,3,1,5,NA,NA,2,2,2,3,NA,NA,4,2,3,2,5,5,2,4,4,4,5,4,1,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,16,2,4,5,10,1,4,49,NA,2,1,1,0,0,0,0,1,0,0
633,2012-8-10 10:32,2012-8-10 10:41,538,873024,522,2,3,3,2,11,瑞纳,2,6,8,3,NA,NA,4,2,3,2,4,5,3,4,4,3,5,4,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,2,14,13,2,5,10,1,4,47,NA,1,1,2,0,0,0,0,1,0,0
634,2012-8-11 03:43,2012-8-11 03:51,467,880513,375,1,3,3,6,NA,NA,1,9,15,3,NA,NA,1,2,5,4,5,5,4,5,3,4,3,4,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,20,22,4,9,1,3,30,NA,3,2,6,0,0,0,0,1,0,0
635,2012-8-10 05:51,2012-8-10 06:01,573,908167,137,2,3,3,2,28,s600,3,2,2,1,8,NA,NA,2,3,3,3,3,3,4,3,3,4,4,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,9,19,10,2,19,1,4,48,NA,2,7,6,0,0,0,0,1,0,0
636,2012-8-9 09:37,2012-8-9 09:46,573,951188,883,1,3,1,5,1,NA,1,9,15,2,NA,1,NA,2,2,5,5,5,4,3,4,4,5,5,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,1,2,6,1,19,1,2,48,NA,5,7,6,0,0,0,0,1,0,0
637,2012-8-11 08:06,2012-8-11 08:25,1109,968821,985,1,2,1,3,NA,NA,1,9,15,2,NA,6,NA,2,5,2,5,5,3,5,4,5,5,4,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,22,20,27,4,3,1,3,42,NA,2,1,1,0,0,0,0,1,0,0
638,2012-8-9 07:35,2012-8-9 07:45,580,1016724,217,2,3,3,2,2,a4l,3,3,4,2,NA,5,NA,2,5,4,5,5,5,5,3,3,4,5,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,1,2,4,3,9,2,4,47,NA,3,1,2,0,0,0,0,1,0,0
639,2012-8-10 09:30,2012-8-10 09:41,671,1144795,744,1,3,1,5,NA,NA,1,9,15,2,NA,7,NA,2,4,2,5,5,5,5,3,4,5,5,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,2,4,20,5,9,2,3,47,NA,5,1,1,0,0,0,0,1,0,0
640,2012-8-11 09:16,2012-8-11 09:32,955,1191433,320,2,3,1,1,21,polo,2,7,8,2,NA,6,NA,2,4,4,5,5,3,3,2,4,5,5,1,0,0,0,0,1,2,3,4,0,0,0,0,0,0,1,2,3,4,0,0,0,0,0,3,37,56,22,5,7,1,2,43,NA,8,1,6,0,0,0,0,1,0,0
641,2012-8-11 02:56,2012-8-11 03:11,900,1231126,447,1,3,3,6,NA,NA,1,9,15,2,NA,4,NA,2,5,4,5,5,5,4,4,3,4,5,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,3,19,10,5,9,2,4,49,NA,5,1,1,0,0,0,0,1,0,0
642,2012-8-9 03:32,2012-8-9 03:44,759,1245190,748,1,2,3,4,NA,NA,1,9,15,3,NA,NA,4,2,2,4,4,5,5,5,3,4,4,3,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,2,3,1,5,14,2,2,51,NA,2,1,1,0,0,0,0,1,0,0
643,2012-8-9 02:25,2012-8-9 02:38,777,1286656,629,1,3,1,5,NA,NA,1,9,15,2,NA,3,NA,2,4,3,5,5,3,4,4,3,4,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,19,8,23,3,7,1,6,46,NA,5,1,1,0,0,0,0,1,0,0
644,2012-8-9 02:43,2012-8-9 02:52,537,1295121,928,1,2,1,3,NA,NA,1,9,15,3,NA,NA,4,2,4,2,5,5,3,5,3,4,3,4,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,1,49,7,5,8,1,4,49,NA,1,1,1,0,0,0,0,1,0,0
645,2012-8-11 02:33,2012-8-11 02:42,562,1324889,695,1,3,1,5,NA,NA,1,9,15,2,NA,8,NA,2,4,3,5,5,3,4,3,4,5,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,22,5,10,5,8,1,3,39,NA,5,2,2,0,0,0,0,1,0,0
646,2012-8-10 03:24,2012-8-10 03:36,672,1326430,547,3,3,1,5,67,金刚,2,1,1,2,NA,1,NA,2,4,1,5,5,2,3,3,4,4,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,1,5,7,2,8,1,2,42,610041,5,1,2,0,0,0,0,1,0,0
647,2012-8-9 02:10,2012-8-9 02:21,637,1331364,74,1,2,1,3,NA,NA,1,9,15,2,NA,5,NA,2,NA,2,3,3,1,5,5,2,2,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,5,30,22,5,8,1,1,42,NA,3,1,1,0,0,0,0,1,0,0
648,2012-8-11 06:27,2012-8-11 06:37,586,1331743,353,1,2,3,4,NA,NA,1,9,15,3,NA,NA,2,2,4,3,5,5,4,5,4,4,5,5,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,7,22,20,5,11,1,3,19,NA,1,2,2,0,0,0,0,1,0,0
649,2012-8-11 06:08,2012-8-11 06:20,734,1367024,66,1,3,3,6,NA,NA,1,9,15,2,NA,4,NA,2,1,3,NA,5,5,3,3,5,5,5,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,2,10,40,5,8,2,3,33,NA,1,2,2,0,0,0,0,1,0,0
650,2012-8-10 02:34,2012-8-10 02:48,854,1481742,300,1,3,3,6,NA,NA,1,9,15,2,NA,8,NA,2,2,4,5,5,2,5,3,2,4,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,9,19,1,1,3,1,2,47,NA,1,1,1,0,0,0,0,1,0,0
651,2012-8-11 03:12,2012-8-11 03:26,872,1569836,756,1,3,3,6,NA,NA,3,9,15,2,NA,1,NA,2,3,2,5,5,5,5,5,5,3,4,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,3,19,4,1,16,1,1,51,NA,1,1,1,0,0,0,0,1,0,0
652,2012-8-10 08:03,2012-8-10 08:21,1102,1601197,417,1,3,1,5,NA,NA,2,9,15,3,NA,NA,3,2,3,2,5,5,3,4,4,3,4,4,0,0,0,0,5,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,11,1,6,5,6,1,4,50,NA,5,1,1,0,0,0,0,1,0,0
653,2012-8-11 05:20,2012-8-11 05:30,576,1604178,50,1,3,1,5,NA,NA,1,9,15,3,NA,NA,4,2,4,5,5,5,4,5,4,4,4,5,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,1,22,25,2,12,2,2,46,NA,5,1,1,0,0,0,0,1,0,0
654,2012-8-11 03:22,2012-8-11 03:32,570,554275,474,1,2,1,3,23,S6,4,5,2,2,NA,6,NA,2,3,2,4,5,3,4,4,4,5,5,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,1,2,3,0,0,0,0,0,0,3,22,10,20,4,1,2,5,42,610043,1,2,2,0,0,0,0,1,0,0
655,2012-8-11 06:29,2012-8-11 06:38,534,598234,639,2,1,1,1,8,NA,3,9,13,3,NA,NA,3,2,5,4,5,5,5,4,4,4,4,4,1,2,0,0,0,1,2,0,0,0,0,0,0,0,0,1,2,3,0,0,0,0,0,0,1,1,6,7,5,13,1,8,NA,NA,8,7,6,0,0,0,0,1,0,0
656,2012-8-11 05:26,2012-8-11 05:37,674,722912,492,1,3,3,6,NA,NA,1,10,16,1,4,NA,NA,2,4,4,5,5,4,4,3,4,4,5,0,0,0,0,5,0,2,0,0,0,0,0,0,0,0,1,2,3,4,0,0,0,0,0,3,5,7,3,5,19,2,8,NA,NA,NA,7,6,0,0,0,0,1,0,0
657,2012-8-11 09:03,2012-8-11 09:11,455,743753,394,1,3,3,6,NA,NA,1,10,16,2,NA,6,NA,2,3,4,5,5,4,3,3,3,5,5,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,2,3,4,0,0,0,0,0,3,1,5,20,3,19,2,5,NA,NA,8,1,6,0,0,0,0,1,0,0
658,2012-8-11 08:41,2012-8-11 08:51,616,778204,506,1,3,1,5,NA,NA,1,10,16,1,8,NA,NA,2,4,3,5,5,3,3,3,4,3,4,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,2,21,21,21,2,7,1,3,38,NA,4,2,2,0,0,0,0,1,0,0
659,2012-8-11 02:25,2012-8-11 02:34,521,964114,626,2,1,3,2,45,NA,2,2,15,3,NA,NA,2,2,2,3,4,5,3,4,3,2,1,4,0,2,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,3,13,20,9,3,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0
660,2012-8-11 09:25,2012-8-11 09:33,468,966076,519,2,1,1,1,20,凯美瑞,2,9,10,1,8,NA,NA,2,5,3,5,5,4,4,3,3,4,4,1,2,0,0,0,0,2,0,4,0,0,0,0,0,0,1,2,3,0,0,0,0,0,0,3,19,21,9,2,19,1,3,41,610101,5,7,1,0,0,0,0,1,0,0
661,2012-8-11 03:10,2012-8-11 03:20,595,1006808,136,1,3,1,5,NA,NA,1,10,16,2,NA,3,NA,2,1,3,5,5,3,3,4,4,5,3,0,0,0,0,5,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,22,10,9,3,2,1,6,53,NA,2,1,1,0,0,0,0,1,0,0
662,2012-8-11 06:01,2012-8-11 06:10,514,1047885,737,1,3,1,5,2,NA,2,9,15,3,NA,NA,4,2,2,5,4,4,4,5,4,3,3,4,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,1,49,5,5,19,1,8,NA,NA,8,1,1,0,0,0,0,1,0,0
663,2012-8-11 05:14,2012-8-11 05:25,635,1095964,95,1,3,1,5,NA,NA,1,10,16,1,3,NA,NA,2,4,4,5,5,5,3,5,4,4,4,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,2,3,0,0,0,0,0,0,3,5,10,18,5,19,1,8,NA,NA,8,7,6,0,0,0,0,1,0,0
664,2012-8-11 06:21,2012-8-11 06:28,407,1114089,559,1,3,3,6,NA,NA,1,10,16,1,3,NA,NA,2,4,4,5,5,4,3,4,4,5,NA,0,0,0,0,5,0,2,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,3,5,10,20,5,19,1,8,NA,NA,8,7,6,0,0,0,0,1,0,0
665,2012-8-11 07:22,2012-8-11 07:28,385,1119626,519,1,3,3,6,NA,NA,1,10,16,1,4,NA,NA,2,3,3,5,5,5,3,3,4,4,4,0,0,0,0,5,0,2,0,0,0,0,0,0,0,0,1,2,3,0,0,0,0,0,0,1,67,66,1,2,19,2,8,NA,NA,2,7,1,0,0,0,0,1,0,0
666,2012-8-11 05:43,2012-8-11 05:52,544,1603027,478,2,1,3,2,23,F3,2,9,15,1,5,NA,NA,2,3,4,5,5,4,3,3,4,5,5,1,2,0,0,0,0,2,3,0,0,0,0,0,0,0,0,2,3,4,0,0,0,0,0,2,20,10,9,5,19,2,2,NA,NA,8,1,2,0,0,0,0,1,0,0
667,2012-8-11 03:32,2012-8-11 03:43,651,503513,692,2,3,1,1,18,明锐,2,8,12,2,NA,4,NA,2,5,3,5,5,5,4,5,4,5,5,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,20,1,14,3,16,1,4,27,610000,4,3,2,0,0,0,0,1,0,0
668,2012-8-9 05:57,2012-8-9 06:07,592,550506,533,1,3,3,6,1,NA,1,10,16,3,NA,NA,2,2,2,3,4,5,3,2,3,3,4,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,1,3,19,1,8,1,3,52,610000,2,1,1,0,0,0,0,1,0,0
669,2012-8-9 09:19,2012-8-9 09:29,590,589531,172,1,3,3,6,1,NA,1,10,16,2,NA,7,NA,2,4,5,5,5,3,4,4,4,3,4,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,2,7,16,5,1,19,1,3,23,610000,2,2,2,0,0,0,0,1,0,0
670,2012-8-11 08:44,2012-8-11 08:52,497,621665,126,1,2,3,4,1,NA,1,3,6,2,NA,4,NA,2,4,3,4,5,3,4,4,3,4,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,2,2,14,1,5,19,2,2,41,610000,5,1,1,0,0,0,0,1,0,0
671,2012-8-10 05:52,2012-8-10 06:02,614,645250,493,1,2,1,3,1,NA,1,6,15,1,1,NA,NA,2,4,3,4,5,4,5,4,3,4,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,2,13,3,39,1,7,1,3,46,610000,4,2,2,0,0,0,0,1,0,0
672,2012-8-9 07:34,2012-8-9 07:43,537,652412,109,1,3,1,5,1,NA,1,10,16,2,NA,1,NA,2,4,2,2,5,3,4,3,4,5,5,1,0,0,0,0,0,2,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,3,10,1,3,19,2,4,46,610000,4,1,1,0,0,0,0,1,0,0
673,2012-8-11 04:03,2012-8-11 04:14,663,653029,556,3,3,1,5,30,北斗星,2,8,9,2,NA,2,NA,2,3,3,3,4,3,5,3,3,3,5,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,20,8,25,1,6,1,4,42,NA,1,2,2,0,0,0,0,1,0,0
674,2012-8-10 03:02,2012-8-10 03:17,861,739179,867,1,2,1,3,1,NA,1,10,16,2,NA,6,NA,2,3,2,5,5,2,4,3,3,5,3,0,0,0,0,5,0,0,0,4,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,2,14,26,3,6,2,2,49,610000,2,1,1,0,0,0,0,1,0,0
675,2012-8-10 04:12,2012-8-10 04:21,555,784741,926,1,3,1,5,1,NA,1,10,16,2,NA,5,NA,2,4,3,4,4,3,4,4,3,4,5,0,0,0,0,5,1,2,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,2,19,13,9,1,5,1,1,19,NA,4,2,2,0,0,0,0,1,0,0
