X.sys_SequentialRespondentNumber,compcode,workerid,sys_StartTime,sys_EndTime,sys_ElapsedTime,sys_InternalRespNum,sys_CBCVersion_CBC,user,mtwid,consent1_1,consent2_1,consent3_1,pastbuyer,futurebuyer,primarybuyer,quota,CarMake,CarModel,VehicleOwnership,dailyvmt,annualvmt,carsizeselect,carimagesmall,carimagemid,carimagelarge,Topcarsmall_1,Topcarsmall_2,Topcarsmall_3,Topcarsmall_4,Topcarsmall_5,Topcarsmall_6,Topcarsmall_7,Topcarsmall_8,Topcarmid_1,Topcarmid_2,Topcarmid_3,Topcarmid_4,Topcarmid_5,Topcarmid_6,Topcarmid_7,Topcarmid_8,Topcarlarge_1,Topcarlarge_2,Topcarlarge_3,Topcarlarge_4,Topcarlarge_5,Topcarlarge_6,Topcarlarge_7,Topcarlarge_8,CBCFIX1,CBCRAN1,CBCRAN2,CBCRAN3,CBCRAN4,CBCRAN5,CBCRAN6,CBCRAN7,CBCRAN8,CBCRAN9,CBCRAN10,CBCRAN11,CBCRAN12,CBCRAN13,CBCRAN14,CBCRAN15,productuseratings_r1,productuseratings_r2,productuseratings_r3,productuseratings_r4,productuseratings_r5,productuseratings_r6,EnvLifeRatings_r1,EnvLifeRatings_r2,EnvLifeRatings_r3,EnvLifeRatings_r4,DrivingTypeExper_1,DrivingTypeExper_2,DrivingTypeExper_3,DrivingTypeExper_4,DrivingTypeExper_5,consideration_1,consideration_2,consideration_3,consideration_4,consideration_5,parkingHomeGarage,parkingHomeStructure,parkingHomeDriveway,parkingHomeStreet,parkingHomeOther,slowchargingaccess_1,slowchargingaccess_2,slowchargingaccess_3,slowchargingaccess_4,slowchargingaccess_5,slowchargingaccess_6,slowchargingaccess_7,slowchargingaccess_8,slowchargingaccess_9,fastchargingaccess,brandrank1,brankrank2,brandrank3,maintenance,income,sex,householdsize,YOB,zipcode,education,children,marriage,sys_RespStatus,sys_DispositionCode,sys_UserAgent,sys_Browser,sys_OperatingSystem,sys_IPAddress,sys_UserJavaScript,comments
62,409167777,A8RFIU0K3NSSD,9/17/12 13:02,9/17/12 13:12,587,522,139,3f2jk9,NA,NA,1,1,2,4,3,2,14,6,3,4,5,3,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,2,3,2,3,2,1,1,3,1,1,2,3,2,2,3,3,4,3,4,4,3,4,3,4,4,4,1,2,0,0,0,1,2,0,0,0,2,1,2,1,1,1,0,0,0,0,0,0,0,0,3,10,21,22,4,6,1,2,34,73096,5,1,2,5,NA,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.1 (KHTML, like Gecko) Chrome/21.0.1180.89 Safari/537.1",Chrome 21.0.1180.89,Windows NT 6.1,164.58.66.114,1,
63,123921190,A2G8UI423QZYJJ,9/17/12 3:17,9/17/12 3:34,1039,430,77,3f2jk9,NA,NA,1,1,2,4,3,2,9,Vibe,4,6,3,2,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,3,3,2,2,3,3,2,3,3,1,3,2,2,1,5,2,5,3,1,3,3,2,1,4,1,0,0,0,0,1,2,3,0,0,2,7,5,4,2,0,0,0,0,0,0,0,0,0,3,3,6,15,3,10,1,3,47,28216,3,1,1,5,NA,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.1 (KHTML, like Gecko) Chrome/21.0.1180.89 Safari/537.1",Chrome 21.0.1180.89,Windows NT 6.1,98.24.25.157,1,
64,539576384,ASNX8R3FGPSPT,9/15/12 16:51,9/15/12 17:15,1387,35,26,3f2jk9,NA,NA,1,1,1,3,3,6,NA,,4,11,11,1,5,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,1,3,2,3,2,1,2,1,3,2,3,1,2,1,4,4,5,5,2,4,2,3,4,4,1,0,0,0,0,1,2,3,0,0,1,1,3,6,1,0,0,3,4,0,0,0,0,0,2,22,1,1,5,11,2,4,50,18049,3,1,3,5,NA,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1,Firefox 14.0.1,Windows NT 6.1,64.121.74.158,1,"thank you, have a good day =]"
65,632189934,A1YB4OFUK1T9GX,9/15/12 0:07,9/15/12 0:18,685,16,7,3f2jk9,NA,NA,1,1,3,3,1,5,21,Tacoma,3,7,5,3,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,3,1,2,3,2,3,2,2,2,1,2,3,1,2,1,4,2,5,4,3,4,4,3,2,1,1,2,0,0,0,1,2,3,4,0,3,1,6,1,1,1,0,3,0,0,6,7,0,0,2,21,6,8,4,8,1,2,45,32669,4,1,2,5,NA,Mozilla/5.0 (Windows NT 6.1; rv:14.0) Gecko/20100101 Firefox/14.0.1,Firefox 14.0.1,Windows NT 6.1,128.227.231.87,1,
66,687072863,A1J0BLO0W7B4NQ,9/16/12 14:25,9/16/12 14:31,379,386,43,3f2jk9,NA,NA,1,1,1,2,1,3,21,Camry,2,4,4,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,2,3,1,1,2,2,1,1,3,2,2,2,3,5,4,4,4,2,3,3,3,5,5,1,2,0,0,0,1,2,0,0,0,4,1,3,1,1,1,0,0,0,0,0,0,0,0,2,21,10,19,3,6,1,2,46,61820,6,1,1,5,NA,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.1 (KHTML, like Gecko) Chrome/21.0.1180.89 Safari/537.1",Chrome 21.0.1180.89,Windows NT 6.1,24.12.228.58,1,N/A
67,913651475,A2MCI9K0K5VX50,9/17/12 6:16,9/17/12 6:27,656,489,116,3f2jk9,NA,NA,1,1,1,3,1,5,23,S60,2,4,3,2,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,3,2,2,1,2,1,2,1,1,3,1,2,3,5,4,5,5,2,4,4,4,5,5,0,2,0,0,0,1,2,3,0,0,3,1,3,7,7,0,0,0,0,0,0,0,0,0,3,23,3,22,3,5,1,1,46,78681,5,1,1,5,NA,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.1 (KHTML, like Gecko) Chrome/21.0.1180.89 Safari/537.1",Chrome 21.0.1180.89,Windows NT 6.1,70.114.233.204,1,
68,147234911,A2HHKBW8HQWI66,9/17/12 11:25,9/17/12 11:37,710,501,128,3f2jk9,NA,NA,1,1,2,3,1,1,8,Focus,4,9,6,2,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,3,1,1,2,2,2,1,3,1,3,3,3,3,1,5,4,5,5,1,2,2,3,5,4,1,0,0,0,0,1,2,3,4,0,3,1,5,1,1,1,0,0,0,0,0,7,0,0,3,8,6,7,1,8,1,6,31,48451,5,5,2,5,NA,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.4 (KHTML, like Gecko) Chrome/22.0.1229.56 Safari/537.4",Chrome 22.0.1229.56,"Windows NT 6.1) AppleWebKit/537.4 (KHTML, like Gecko",68.188.225.162,1,
69,687589173,AKWSYODF5DM6D,9/17/12 3:13,9/17/12 3:30,1029,425,72,3f2jk9,NA,NA,1,1,2,4,1,1,6,Cobalt,2,8,7,2,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,3,3,3,3,2,2,1,2,1,1,3,1,2,1,5,4,4,4,1,2,2,3,5,5,1,0,0,0,0,1,2,3,4,0,1,1,1,1,3,0,0,0,0,5,0,0,0,0,3,22,6,14,1,4,2,2,36,28205,4,2,1,5,NA,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1,Firefox 14.0.1,Windows NT 6.1,69.132.209.179,1,
70,635103894,ALVNMQMD3Q3ZE,9/16/12 12:12,9/16/12 12:22,586,383,40,3f2jk9,NA,NA,1,1,2,2,1,1,10,ACCORD,3,5,3,2,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,3,1,2,2,2,2,2,3,3,3,2,3,1,5,2,5,5,2,4,1,3,4,4,0,2,0,0,0,0,2,0,0,0,1,3,3,1,1,0,0,3,0,0,0,0,0,0,3,7,17,21,1,11,1,3,33,20876,5,2,2,5,NA,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0),MSIE 9.0,Windows NT 6.1,69.251.195.62,1,
71,348674292,A2U8FX2Z4NIHA5,9/17/12 3:18,9/17/12 3:29,682,431,78,3f2jk9,NA,NA,1,1,3,3,1,5,8,Expedition,3,5,2,1,6,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,3,3,3,1,1,3,3,2,3,3,1,2,1,3,4,1,4,4,1,5,4,2,4,4,1,2,0,0,0,1,2,3,0,0,2,1,2,3,3,0,0,0,0,0,6,7,0,0,2,2,21,14,3,6,1,2,50,78744,3,1,1,5,NA,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_4) AppleWebKit/537.1 (KHTML, like Gecko) Chrome/21.0.1180.89 Safari/537.1",Chrome 21.0.1180.89,Macintosh,99.112.161.25,1,"Really appealing survey, definitely made me think about a lot of factors I previously wasn't about my next car purchase."
72,748918542,A3R98BBM23MJF4,9/15/12 4:43,9/15/12 4:59,940,22,13,3f2jk9,NA,NA,1,1,2,3,1,1,10,CRV,3,5,3,2,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,3,2,2,1,2,1,2,2,1,1,1,1,5,4,5,5,3,5,4,5,5,5,1,2,3,0,0,0,2,3,4,0,3,3,3,2,3,0,0,0,0,5,6,7,0,9,3,10,3,17,4,10,1,2,42,60089,5,1,2,5,NA,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.1 (KHTML, like Gecko) Chrome/21.0.1180.89 Safari/537.1",Chrome 21.0.1180.89,"Windows XP) AppleWebKit/537.1 (KHTML, like Gecko",68.58.71.0,1,"Appeal to all automakers please launch and promote more green cars , we want to reduce carbon footprints from our plant EARTH !!"
73,718522578,A3Q92WMGIHEPSD,9/17/12 2:12,9/17/12 2:31,1090,394,51,3f2jk9,NA,NA,1,1,2,3,1,1,10,accord,2,5,3,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,1,2,1,2,3,2,1,3,1,2,2,1,3,4,4,5,5,1,4,4,5,5,5,1,2,0,0,0,1,2,3,4,0,3,7,4,7,7,1,0,0,0,0,0,7,0,0,3,3,22,15,5,12,1,1,38,30165,5,1,1,5,NA,"Mozilla/5.0 (Linux; U; Android 2.3.5; en-us; DROID X2 Build/4.5.1A-DTN-200-18) AppleWebKit/533.1 (KHTML, like Gecko) Version/4.0 Mobile Safari/533.1",Safari 533.1,Linux,174.252.164.67,1,
74,512681184,A27X20STJMLYWF,9/17/12 5:10,9/17/12 5:19,501,479,106,3f2jk9,NA,NA,1,1,1,2,3,4,NA,,4,1,1,1,8,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,3,1,3,1,2,3,3,1,2,1,1,1,3,5,3,5,4,1,2,1,1,4,3,1,0,0,0,0,1,2,0,0,0,3,1,5,3,7,1,0,0,0,0,0,0,0,0,3,2,10,17,1,5,1,3,45,60446,2,1,1,5,NA,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.1 (KHTML, like Gecko) Chrome/21.0.1180.89 Safari/537.1",Chrome 21.0.1180.89,"Windows NT 6.1) AppleWebKit/537.1 (KHTML, like Gecko",76.245.244.18,1,N/A
75,159032635,A1YU3DYUPHPQ36,9/16/12 5:19,9/16/12 5:24,316,380,37,3f2jk9,NA,NA,1,1,1,2,1,3,NA,,2,11,11,2,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,1,3,1,3,1,2,1,3,3,2,5,NA,5,3,1,1,1,1,5,5,0,0,0,0,5,1,2,3,4,0,2,2,3,2,3,0,0,3,0,0,0,0,0,0,3,3,21,19,5,6,1,3,41,45238,2,1,3,5,NA,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.1 (KHTML, like Gecko) Chrome/21.0.1180.89 Safari/537.1",Chrome 21.0.1180.89,Windows NT 6.1,8.8.202.215,1,
76,505313256,AL6CF5RVWZRG,9/17/12 2:33,9/17/12 2:46,761,411,58,3f2jk9,NA,NA,1,1,3,3,1,5,6,Blazer,3,6,7,3,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,2,3,3,2,2,1,1,2,3,2,2,2,2,2,2,1,5,2,5,4,2,1,2,2,3,2,1,0,0,0,0,1,2,3,0,0,3,6,3,6,6,1,0,0,0,0,0,0,0,0,2,8,6,15,2,11,1,5,39,27603,6,4,2,5,NA,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:15.0) Gecko/20100101 Firefox/15.0.1,Firefox 15.0.1,Windows NT 6.1,174.109.116.9,1,Thank you.
77,518832909,A2EBCJVXSMZCAV,9/17/12 9:58,9/17/12 10:05,410,494,121,3f2jk9,NA,NA,1,1,3,2,1,3,8,Escape,2,6,8,3,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,2,2,3,3,3,2,1,1,2,2,2,2,2,2,1,1,4,4,5,5,2,5,5,3,2,3,1,2,0,0,0,1,2,3,4,0,3,4,3,4,7,0,0,0,0,0,6,0,0,0,3,15,21,3,3,10,1,2,42,22202,6,1,3,5,NA,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.6; rv:15.0) Gecko/20100101 Firefox/15.0.1,Firefox 15.0.1,Mac OS X 10.6,173.73.60.151,1,
78,300131313,A1EC0CI8DS2YNA,9/17/12 2:30,9/17/12 2:38,496,407,54,3f2jk9,NA,NA,1,1,3,2,3,4,24,Neon,3,3,3,2,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,1,3,3,3,1,1,2,3,1,1,1,3,2,5,4,5,5,1,3,4,4,5,4,1,0,0,0,0,1,2,0,0,0,3,6,3,1,6,1,0,3,0,5,0,0,0,0,3,21,10,19,5,3,2,4,42,95370,3,3,2,5,NA,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.1 (KHTML, like Gecko) Chrome/21.0.1180.89 Safari/537.1",Chrome 21.0.1180.89,"Windows NT 6.1) AppleWebKit/537.1 (KHTML, like Gecko",71.193.42.9,1,
79,495364652,A3F4XU9JPE277V,9/16/12 14:13,9/16/12 14:26,775,385,42,3f2jk9,NA,NA,1,1,3,3,1,5,21,Corolla,2,1,4,1,3,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,1,2,1,1,2,3,3,3,2,1,2,2,1,5,4,5,5,1,4,2,1,2,2,1,0,0,0,0,1,2,3,4,0,3,1,3,1,1,1,0,3,0,0,0,0,0,0,2,10,21,22,5,7,1,2,32,33776,5,1,1,5,NA,"Mozilla/5.0 (Windows NT 6.0) AppleWebKit/537.1 (KHTML, like Gecko) Chrome/21.0.1180.89 Safari/537.1",Chrome 21.0.1180.89,"Windows Vista) AppleWebKit/537.1 (KHTML, like Gecko",72.186.189.182,1,No comments.
80,846522307,AW6ZUC9O9V26P,9/17/12 3:38,9/17/12 3:52,868,455,92,3f2jk9,NA,NA,1,1,1,2,1,3,1,,1,11,1,1,8,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,1,1,1,1,2,1,3,2,3,2,3,5,4,4,4,1,3,3,2,4,4,1,0,0,0,0,1,2,3,4,0,2,1,1,3,1,1,0,3,4,0,0,0,0,0,2,1,1,1,5,6,1,1,48,47362,5,1,1,5,NA,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:15.0) Gecko/20100101 Firefox/15.0.1,Firefox 15.0.1,Windows NT 6.1,76.251.226.106,1,
81,653154184,A2JWMQ4861P6IZ,9/17/12 12:25,9/17/12 12:39,897,516,133,3f2jk9,NA,NA,1,1,3,2,1,3,10,Accord,2,8,7,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,1,3,2,2,2,1,1,2,1,1,1,2,3,3,5,4,5,5,2,4,2,3,4,4,1,0,0,0,0,1,2,0,0,0,2,1,1,3,6,1,0,0,0,0,0,0,0,0,3,10,21,6,5,5,1,3,14,60077,5,2,2,5,NA,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/537.1 (KHTML, like Gecko) Chrome/21.0.1180.89 Safari/537.1",Chrome 21.0.1180.89,"Linux i686) AppleWebKit/537.1 (KHTML, like Gecko",75.34.28.41,1,No comments.
82,697097178,A1PHDSF25NYBJZ,9/17/12 2:31,9/17/12 2:45,896,408,55,3f2jk9,NA,NA,1,1,2,4,1,1,10,Fit,2,7,6,2,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,1,2,3,1,2,2,3,1,3,3,1,2,3,1,5,3,4,3,1,4,1,3,5,5,1,0,0,0,0,1,2,3,4,0,1,1,2,1,1,0,0,0,0,0,0,0,0,0,2,10,19,14,3,5,1,1,46,12804,4,1,1,5,NA,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.1 (KHTML, like Gecko) Chrome/21.0.1180.89 Safari/537.1",Chrome 21.0.1180.89,Windows NT 6.1,72.231.164.219,1,"I hope that research like this helps steer the market more toward alternative-fuel cars. Sadly, I doubt they will become mainstream until the price can be reduced to compete with low-mid end conventional engines."
83,682665451,A3M48DLI7IB3JK,9/17/12 11:30,9/17/12 11:36,393,502,129,3f2jk9,NA,NA,1,1,2,4,1,1,10,2010,3,10,10,1,3,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,3,1,1,2,1,1,2,2,1,1,1,2,1,5,4,5,5,3,4,2,3,4,3,1,0,0,0,0,1,2,0,0,0,2,1,2,1,1,1,0,0,0,0,0,0,0,0,3,5,15,9,4,3,1,4,50,77447,2,1,1,5,NA,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.1 (KHTML, like Gecko) Chrome/21.0.1180.89 Safari/537.1",Chrome 21.0.1180.89,Windows NT 6.1,50.27.157.23,1,
84,244000588,AL1RAAKVG9FJ2,9/17/12 9:07,9/17/12 9:23,928,493,120,3f2jk9,NA,NA,1,1,2,2,1,1,3,525,3,3,3,2,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,3,3,1,1,3,2,1,1,2,3,2,2,2,4,5,4,5,3,3,2,4,3,1,2,0,0,0,1,2,0,0,0,1,1,5,1,1,0,0,3,0,0,0,0,0,9,1,3,21,23,1,9,1,3,22,28804,4,2,2,5,NA,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:15.0) Gecko/20100101 Firefox/15.0.1,Firefox 15.0.1,Windows NT 6.1,108.202.58.32,1,
85,684146759,A2AXBFNWVGS69I,9/17/12 10:53,9/17/12 11:03,585,498,125,3f2jk9,NA,NA,1,1,2,3,1,1,21,Sienna,3,4,9,1,6,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,2,2,1,1,2,1,1,3,3,1,3,2,3,5,2,NA,NA,2,1,1,3,5,5,1,2,0,0,0,1,2,3,4,0,3,1,1,6,1,1,0,0,4,0,0,0,0,0,2,21,12,22,2,6,1,7,29,47362,5,5,2,5,NA,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:15.0) Gecko/20100101 Firefox/15.0.1,Firefox 15.0.1,Windows NT 6.1,208.38.252.77,1,
86,288350493,A6WRS278J1JFI,9/15/12 1:53,9/15/12 2:00,365,21,12,3f2jk9,NA,NA,1,1,2,1,1,1,21,camry,3,9,9,2,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,3,2,2,1,1,2,2,3,3,2,2,1,3,2,4,4,4,4,4,4,4,4,4,4,0,2,0,0,0,0,2,3,4,0,1,1,3,1,1,1,0,3,0,0,0,0,0,0,2,21,10,17,4,7,2,2,45,10901,5,1,2,5,NA,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:15.0) Gecko/20100101 Firefox/15.0.1,Firefox 15.0.1,Windows NT 6.1,69.112.187.224,1,
87,863168000,A2MK7JYJLKWSIH,9/17/12 4:08,9/17/12 4:18,557,460,97,3f2jk9,NA,NA,1,1,1,3,1,5,21,RAV-4,4,4,6,1,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,1,1,1,3,1,1,1,3,2,3,2,3,2,5,2,3,4,1,4,4,4,4,5,1,0,0,0,0,1,2,3,0,0,3,1,3,1,1,1,0,3,0,0,0,0,0,0,3,3,2,22,1,1,2,1,50,16801,3,1,1,5,NA,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.6; rv:6.0.2) Gecko/20100101 Firefox/6.0.2,Firefox 6.0.2,Mac OS X 10.6,67.22.26.30,1,
88,380937576,A34IGU3TP5MP90,9/17/12 3:32,9/17/12 3:41,516,453,90,3f2jk9,NA,NA,1,1,3,3,1,5,21,Camry 2007,2,2,6,2,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,3,1,2,3,1,1,2,2,2,2,1,3,1,5,4,5,4,2,2,3,2,4,4,1,2,0,0,0,0,0,3,4,0,2,2,2,2,2,1,0,0,0,0,0,0,0,0,3,2,15,17,1,7,2,NA,49,77080,5,1,1,5,NA,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.1 (KHTML, like Gecko) Chrome/21.0.1180.89 Safari/537.1",Chrome 21.0.1180.89,Windows NT 6.1,76.31.55.237,1,
89,669123422,A12BOVFB6J22UE,9/17/12 5:20,9/17/12 5:30,595,480,107,3f2jk9,NA,NA,1,1,2,2,1,1,8,500,2,6,2,2,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,1,2,1,1,3,1,1,1,3,1,1,3,2,2,5,4,4,3,1,3,1,3,5,5,1,0,0,0,0,1,2,3,4,0,2,1,2,4,6,1,0,3,0,0,0,0,0,0,2,2,3,15,1,6,1,1,48,94566,3,1,1,5,NA,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.1 (KHTML, like Gecko) Chrome/21.0.1180.89 Safari/537.1",Chrome 21.0.1180.89,Windows NT 6.1,75.17.117.8,1,"Easy to use, honestly I'm interested in this technology and taking this survey was fun. Fair compensation too."
90,234766138,A2R7WSIBO547JR,9/15/12 14:40,9/15/12 14:49,559,29,20,3f2jk9,NA,NA,1,1,3,3,1,5,7,Concorde,3,3,3,2,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,3,1,1,1,2,1,3,2,3,1,2,3,3,2,NA,4,5,5,1,2,1,1,1,1,1,2,0,0,0,1,2,0,0,0,1,1,6,1,6,0,0,0,0,0,0,0,0,0,2,6,21,7,4,2,2,2,28,43560,5,4,4,5,NA,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:15.0) Gecko/20100101 Firefox/15.0.1,Firefox 15.0.1,Windows NT 6.1,72.241.5.31,1,
91,834913792,A22C1MX5R9YNIU,9/17/12 7:22,9/17/12 7:32,638,491,118,3f2jk9,NA,NA,1,1,3,3,1,5,24,,3,3,3,1,6,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,3,3,2,3,3,1,3,3,1,1,2,2,3,2,5,4,5,4,2,4,1,3,4,4,1,0,0,0,0,1,2,3,4,0,2,7,4,3,7,1,0,0,0,0,0,0,0,0,3,2,3,19,4,7,1,2,47,79922,3,1,1,5,NA,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:10.0.2) Gecko/20100101 Firefox/10.0.2,Firefox 10.0.2,Windows NT 6.1,99.35.152.69,1,
92,573628987,A1K5X49KF4PFY6,9/16/12 14:27,9/16/12 14:36,560,387,44,3f2jk9,NA,NA,1,1,2,3,1,1,8,Focus,3,6,3,2,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,2,1,2,2,3,2,2,3,3,2,2,3,2,3,5,3,4,5,3,4,4,5,3,3,1,0,0,0,0,1,2,3,0,0,3,3,2,2,7,1,2,0,0,0,0,7,0,0,2,8,17,21,2,7,1,2,43,37127,4,1,1,5,NA,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0),MSIE 9.0,Windows NT 6.1,74.179.200.67,1,i like conventional cars over hybrid.
93,512010346,ADFRFJE27P64D,9/16/12 18:36,9/16/12 18:54,1062,390,47,3f2jk9,NA,NA,1,1,1,2,3,4,NA,,2,11,11,1,8,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,3,1,3,1,3,1,3,3,1,1,2,3,1,1,4,3,5,5,2,4,2,3,3,2,1,0,0,0,0,1,2,3,4,0,2,2,3,3,7,1,0,0,0,0,0,0,0,0,2,6,15,8,1,6,1,1,49,48329,4,1,1,5,NA,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.1 (KHTML, like Gecko) Chrome/21.0.1180.89 Safari/537.1",Chrome 21.0.1180.89,Windows NT 6.1,76.112.11.127,1,
